시도명,시군구명,1ℓ가격,1.5ℓ가격,2ℓ가격,2.5ℓ가격,3ℓ가격,5ℓ가격,10ℓ가격,20ℓ가격,30ℓ가격,50ℓ가격,60ℓ가격,75ℓ가격,100ℓ가격,120ℓ가격,125ℓ가격
전남,순천시,0.0,0.0,0.0,0.0,70.0,110.0,220.0,440.0,0.0,1060.0,0.0,0.0,2120.0,0.0,0.0
전남,신안군,0.0,0.0,0.0,0.0,0.0,0.0,120.0,110.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0
전남,여수시,0.0,0.0,0.0,0.0,0.0,140.0,250.0,500.0,720.0,1200.0,0.0,1800.0,2400.0,0.0,0.0
전남,영광군,0.0,0.0,0.0,0.0,0.0,80.0,160.0,300.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0
전남,영암군,0.0,0.0,0.0,0.0,0.0,100.0,190.0,390.0,0.0,980.0,0.0,1480.0,1970.0,0.0,0.0
전남,장성군,0.0,0.0,0.0,0.0,50.0,70.0,140.0,280.0,420.0,700.0,0.0,1040.0,0.0,0.0,0.0
전남,장흥군,0.0,0.0,0.0,0.0,0.0,0.0,240.0,460.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0
전남,진도군,0.0,0.0,0.0,0.0,0.0,70.0,140.0,260.0,390.0,650.0,0.0,0.0,0.0,0.0,0.0
전남,함평군,0.0,0.0,0.0,0.0,40.0,65.0,120.0,220.0,0.0,530.0,0.0,0.0,1020.0,0.0,0.0
전남,해남군,0.0,0.0,0.0,0.0,0.0,110.0,210.0,430.0,0.0,1050.0,0.0,1580.0,0.0,0.0,0.0
전남,화순군,0.0,0.0,0.0,0.0,0.0,100.0,190.0,380.0,0.0,920.0,0.0,0.0,0.0,0.0,0.0
전북,고창군,0.0,0.0,0.0,0.0,0.0,0.0,210.0,400.0,0.0,990.0,0.0,0.0,1960.0,0.0,0.0
